Company,Date of Tweet,Number of Retweets,Number of Favorites,Number of Followers,Tweet
Tandem,Sat Jul 23 00:03:11 +0000 2016,0,499,4604,
Tandem,Sat Jul 23 00:01:00 +0000 2016,0,499,4604,
Tandem,Fri Jul 22 23:59:54 +0000 2016,0,499,4604,
Tandem,Fri Jul 22 00:59:16 +0000 2016,0,499,4604,
Tandem,Thu Jul 21 22:18:53 +0000 2016,0,499,4604,
Tandem,Thu Jul 21 12:30:35 +0000 2016,4,499,4604,
Tandem,Wed Jul 20 21:31:11 +0000 2016,0,499,4604,
Tandem,Wed Jul 20 18:30:51 +0000 2016,1,499,4604,
Tandem,Wed Jul 20 18:30:51 +0000 2016,1,499,4604,
Tandem,Wed Jul 20 18:01:31 +0000 2016,1,499,4604,
Tandem,Tue Jul 19 18:45:14 +0000 2016,0,499,4604,
Tandem,Fri Jul 15 18:00:32 +0000 2016,0,499,4604,
Tandem,Fri Jul 15 17:03:50 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 20:20:11 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 19:30:17 +0000 2016,3,499,4604,
Tandem,Thu Jul 14 19:23:58 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 19:20:59 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 19:13:54 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 19:12:40 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 15:21:32 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 15:00:25 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 14:55:31 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 14:55:06 +0000 2016,0,499,4604,
Tandem,Thu Jul 14 14:51:16 +0000 2016,1,499,4604,
Tandem,Thu Jul 14 12:30:34 +0000 2016,5,499,4604,
Tandem,Thu Jul 14 02:00:08 +0000 2016,0,499,4604,
Tandem,Wed Jul 13 18:01:42 +0000 2016,0,499,4604,
Tandem,Wed Jul 13 14:02:00 +0000 2016,1,499,4604,
Tandem,Tue Jul 12 18:01:21 +0000 2016,8,499,4604,
Tandem,Tue Jul 12 17:01:25 +0000 2016,0,499,4604,
Tandem,Mon Jul 11 22:06:01 +0000 2016,0,499,4604,
Tandem,Sun Jul 10 16:01:11 +0000 2016,0,499,4604,
Tandem,Sat Jul 09 16:01:17 +0000 2016,1,499,4604,
Tandem,Fri Jul 08 12:45:23 +0000 2016,1,499,4604,
Tandem,Thu Jul 07 16:00:47 +0000 2016,3,499,4604,
Tandem,Thu Jul 07 12:45:20 +0000 2016,2,499,4604,
