Company,Date of Tweet,Number of Retweets,Number of Favorites,Number of Followers,Tweet
OneTouch,Wed Feb 24 21:33:22 +0000 2016,0,99,9872,
OneTouch,Wed Feb 24 18:36:53 +0000 2016,0,99,9872,
OneTouch,Wed Feb 24 17:58:54 +0000 2016,0,99,9872,
OneTouch,Tue Feb 23 21:24:09 +0000 2016,0,99,9872,
OneTouch,Tue Feb 23 14:03:02 +0000 2016,0,99,9872,
OneTouch,Tue Feb 23 00:21:09 +0000 2016,0,99,9872,
OneTouch,Sun Feb 21 18:16:33 +0000 2016,0,99,9872,
OneTouch,Fri Feb 19 22:57:30 +0000 2016,0,99,9872,
OneTouch,Fri Feb 19 18:20:15 +0000 2016,0,99,9872,
OneTouch,Wed Feb 17 21:29:14 +0000 2016,1,99,9872,
OneTouch,Wed Feb 17 15:24:11 +0000 2016,0,99,9872,
OneTouch,Wed Feb 17 15:03:04 +0000 2016,2,99,9872,
OneTouch,Wed Feb 17 00:24:16 +0000 2016,0,99,9872,
OneTouch,Mon Feb 15 16:03:02 +0000 2016,1,99,9872,
OneTouch,Sun Feb 14 16:01:03 +0000 2016,0,99,9872,
OneTouch,Sat Feb 13 15:01:05 +0000 2016,11,99,9872,
OneTouch,Fri Feb 12 21:51:08 +0000 2016,0,99,9872,
OneTouch,Fri Feb 12 21:47:03 +0000 2016,0,99,9872,
OneTouch,Fri Feb 12 20:41:19 +0000 2016,0,99,9872,
OneTouch,Wed Feb 10 20:51:02 +0000 2016,1,99,9872,
OneTouch,Wed Feb 10 12:14:05 +0000 2016,0,99,9872,
OneTouch,Tue Feb 09 17:58:14 +0000 2016,0,99,9872,
OneTouch,Mon Feb 08 12:12:06 +0000 2016,2,99,9872,
OneTouch,Sat Feb 06 14:56:03 +0000 2016,1,99,9872,
OneTouch,Fri Feb 05 18:05:39 +0000 2016,0,99,9872,
OneTouch,Thu Feb 04 19:18:46 +0000 2016,0,99,9872,
OneTouch,Thu Feb 04 17:05:18 +0000 2016,0,99,9872,
OneTouch,Thu Feb 04 15:14:28 +0000 2016,0,99,9872,
OneTouch,Tue Feb 02 12:11:06 +0000 2016,0,99,9872,
OneTouch,Mon Feb 01 19:02:33 +0000 2016,0,99,9872,
OneTouch,Mon Feb 01 16:20:29 +0000 2016,0,99,9872,
OneTouch,Mon Feb 01 14:02:06 +0000 2016,11,99,9872,
OneTouch,Mon Feb 01 12:24:05 +0000 2016,0,99,9872,
OneTouch,Sat Jan 30 15:27:06 +0000 2016,0,99,9872,
OneTouch,Sat Jan 30 00:16:23 +0000 2016,0,99,9872,
OneTouch,Fri Jan 29 14:40:55 +0000 2016,0,99,9872,
OneTouch,Wed Jan 27 12:10:07 +0000 2016,1,99,9872,
OneTouch,Mon Jan 25 23:41:47 +0000 2016,0,99,9872,
OneTouch,Mon Jan 25 18:43:10 +0000 2016,0,99,9872,
OneTouch,Sat Jan 23 13:27:06 +0000 2016,0,99,9872,
OneTouch,Thu Jan 21 16:30:55 +0000 2016,0,99,9872,
OneTouch,Thu Jan 21 12:03:04 +0000 2016,1,99,9872,
OneTouch,Thu Jan 21 00:56:03 +0000 2016,0,99,9872,
OneTouch,Mon Jan 11 20:03:55 +0000 2016,3,99,9872,
OneTouch,Mon Jan 11 18:05:04 +0000 2016,1,99,9872,
OneTouch,Sat Jan 09 15:03:02 +0000 2016,0,99,9872,
OneTouch,Fri Jan 08 21:24:30 +0000 2016,0,99,9872,
OneTouch,Fri Jan 08 20:10:33 +0000 2016,0,99,9872,
OneTouch,Thu Jan 07 23:22:17 +0000 2016,0,99,9872,
OneTouch,Thu Jan 07 19:09:06 +0000 2016,0,99,9872,
OneTouch,Wed Jan 06 20:11:20 +0000 2016,0,99,9872,
OneTouch,Wed Jan 06 00:29:30 +0000 2016,0,99,9872,
OneTouch,Tue Jan 05 23:50:14 +0000 2016,0,99,9872,
OneTouch,Tue Jan 05 12:11:05 +0000 2016,0,99,9872,
OneTouch,Sun Jan 03 14:37:04 +0000 2016,0,99,9872,
OneTouch,Fri Jan 01 16:11:03 +0000 2016,0,99,9872,
OneTouch,Thu Dec 31 13:21:03 +0000 2015,0,99,9872,
OneTouch,Wed Dec 30 14:23:02 +0000 2015,0,99,9872,
OneTouch,Sun Dec 27 13:04:01 +0000 2015,1,99,9872,
OneTouch,Sat Dec 26 17:07:39 +0000 2015,0,99,9872,
OneTouch,Sat Dec 26 14:01:07 +0000 2015,0,99,9872,
OneTouch,Fri Dec 25 16:35:29 +0000 2015,0,99,9872,
OneTouch,Fri Dec 25 13:04:06 +0000 2015,0,99,9872,
OneTouch,Wed Dec 23 12:09:06 +0000 2015,2,99,9872,
OneTouch,Tue Dec 22 12:23:03 +0000 2015,0,99,9872,
OneTouch,Sat Dec 19 12:07:03 +0000 2015,0,99,9872,
OneTouch,Fri Dec 18 20:07:09 +0000 2015,0,99,9872,
OneTouch,Thu Dec 17 12:03:06 +0000 2015,0,99,9872,
OneTouch,Wed Dec 16 18:18:06 +0000 2015,0,99,9872,
OneTouch,Wed Dec 16 13:29:03 +0000 2015,0,99,9872,
OneTouch,Tue Dec 15 17:01:21 +0000 2015,0,99,9872,
OneTouch,Tue Dec 15 14:21:03 +0000 2015,0,99,9872,
OneTouch,Mon Dec 14 14:01:02 +0000 2015,0,99,9872,
OneTouch,Sun Dec 13 14:29:05 +0000 2015,0,99,9872,
OneTouch,Fri Dec 11 20:09:04 +0000 2015,0,99,9872,
OneTouch,Thu Dec 10 14:16:14 +0000 2015,0,99,9872,
OneTouch,Mon Dec 07 17:16:02 +0000 2015,1,99,9872,
OneTouch,Sun Dec 06 14:01:06 +0000 2015,0,99,9872,
OneTouch,Sat Dec 05 16:28:01 +0000 2015,3,99,9872,
OneTouch,Mon Nov 30 15:01:38 +0000 2015,1,99,9872,
OneTouch,Fri Nov 27 16:07:02 +0000 2015,0,99,9872,
OneTouch,Thu Nov 26 15:01:05 +0000 2015,1,99,9872,
OneTouch,Thu Nov 26 04:03:01 +0000 2015,0,99,9872,
OneTouch,Wed Nov 25 00:07:48 +0000 2015,0,99,9872,
OneTouch,Tue Nov 24 18:08:50 +0000 2015,0,99,9872,
OneTouch,Tue Nov 24 17:03:07 +0000 2015,0,99,9872,
OneTouch,Tue Nov 24 14:10:27 +0000 2015,0,99,9872,
OneTouch,Mon Nov 23 19:38:33 +0000 2015,0,99,9872,
OneTouch,Mon Nov 23 16:15:48 +0000 2015,0,99,9872,
OneTouch,Mon Nov 23 12:05:04 +0000 2015,0,99,9872,
OneTouch,Sat Nov 21 15:01:02 +0000 2015,0,99,9872,
OneTouch,Fri Nov 20 16:27:05 +0000 2015,0,99,9872,
OneTouch,Fri Nov 20 14:06:21 +0000 2015,0,99,9872,
OneTouch,Thu Nov 19 23:03:06 +0000 2015,0,99,9872,
OneTouch,Sat Nov 14 16:57:01 +0000 2015,0,99,9872,
OneTouch,Sat Nov 14 16:57:01 +0000 2015,6,99,9872,
OneTouch,Sat Nov 14 13:07:04 +0000 2015,3,99,9872,
OneTouch,Thu Nov 12 18:27:23 +0000 2015,2,99,9872,
OneTouch,Thu Nov 12 15:21:25 +0000 2015,1,99,9872,
OneTouch,Thu Nov 12 02:40:46 +0000 2015,1,99,9872,
OneTouch,Mon Nov 09 13:45:12 +0000 2015,0,99,9872,
OneTouch,Wed Nov 04 19:53:44 +0000 2015,1,99,9872,
OneTouch,Tue Nov 03 13:48:16 +0000 2015,0,99,9872,
OneTouch,Sun Nov 01 16:27:12 +0000 2015,0,99,9872,
OneTouch,Sat Oct 31 12:05:05 +0000 2015,0,99,9872,
OneTouch,Fri Oct 30 13:27:05 +0000 2015,2,99,9872,
OneTouch,Thu Oct 29 11:14:07 +0000 2015,1,99,9872,
OneTouch,Wed Oct 28 16:04:07 +0000 2015,0,99,9872,
OneTouch,Tue Oct 27 15:27:04 +0000 2015,0,99,9872,
OneTouch,Mon Oct 26 16:26:06 +0000 2015,0,99,9872,
OneTouch,Mon Oct 26 13:14:02 +0000 2015,1,99,9872,
OneTouch,Sun Oct 25 17:41:54 +0000 2015,0,99,9872,
OneTouch,Thu Oct 22 15:17:04 +0000 2015,0,99,9872,
OneTouch,Wed Oct 21 16:47:04 +0000 2015,0,99,9872,
OneTouch,Wed Oct 21 12:46:49 +0000 2015,0,99,9872,
